Station Number,Standard Route Identifier,Mile Marker,Latitude,Longitude,County Code,Municipal Code,County,Municipality,Annual Average Daily Traffic,Annual Average Daily Traffic North/East (See Direction Field),Annual Average Daily Traffic South/West (See Direction Field),Year,Station Type,Direction
7-4-206,00000130__,55.27,40.13793302,-74.70968003,3,304,Burlington,Bordentown Twp,"30,573","16,058","14,515",01/01/2018,7 days volume,North/South
6-4-205,00000009__,113.91,40.25395,-74.2883361,13,1316,Monmouth,Freehold Twp,"44,207","22,834","21,373",01/01/2018,Volume 48hrs,North/South
1-6-126,00000023__,40.07,41.20905543,-74.60867299,19,1921,Sussex,Sussex Boro,"9,905","4,997","4,908",01/01/2018,Classification 48hrs,North/South
6-4-383,00000034__,22.02,40.40345052,-74.23099366,13,1329,Monmouth,Matawan Boro,"19,269","10,012","9,257",01/01/2018,7 days volume,North/South
111814,18000616__,2.09,40.604217,-74.521392,18,1820,Somerset,Warren Twp,"6,225","3,317","2,908",01/01/2018,Volume 48hrs,East/West
13msab,01700620__,7.98,39.68042215,-75.34329754,17,1710,Salem,Pittsgrove Twp,"1,878",939,939,01/01/2018,major,North/South
7-4-421,00000553__,23.72,39.47581602,-75.19708061,6,613,Cumberland,Upper Deerfield Twp,"3,322","1,670","1,652",01/01/2018,Volume 48hrs,North/South
6-4-438,00000516__,15.09,40.4131528,-74.1201389,13,1331,Monmouth,Middletown Twp,"13,897","7,513","6,384",01/01/2018,Classification 48hrs,East/West
7-4-706,08231036__,0.17,39.81196652,-75.14441721,8,823,Gloucester,Woodbury Heights Boro,159,72,87,01/01/2018,Volume 48hrs,North/South
6-4-443,00000528__,18.08,40.0970194,-74.4198889,15,1511,Ocean,Jackson Twp,"5,921","3,010","2,911",01/01/2018,Classification 48hrs,East/West
7-4-649,00000545__,11.05,40.10590393,-74.67344216,3,307,Burlington,Chesterfield Twp,"4,526","2,212","2,314",01/01/2018,Classification 48hrs,North/South
6-4-450,00000528__,37.12,40.04486285,-74.10121966,15,1506,Ocean,Brick Twp,"13,581","6,997","6,584",01/01/2018,Volume 48hrs,East/West
7-4-566,06000698__,1.38,39.38732215,-75.19550802,6,605,Cumberland,Fairfield Twp,"1,259",636,623,01/01/2018,Volume 48hrs,East/West
6-4-464,00000571__,0.96,39.96304015,-74.12828802,15,1507,Ocean,Toms River Twp,"12,760","8,223","4,537",01/01/2018,Classification 48hrs,North/South
7-4-647,00000530__,8.02,39.96850963,-74.59341837,3,329,Burlington,Pemberton Twp,"12,637","6,398","6,239",01/01/2018,Classification 48hrs,East/West
17ms1a,00000047__,1.99,38.99862617,-74.85046436,5,506,Cape May,Middle Twp,"15,471","7,943","7,528",01/01/2018,major,North/South
7-4-608,03000607__,8.13,39.97916914,-74.99082222,3,308,Burlington,Cinnaminson Twp,"9,731","4,876","4,855",01/01/2018,Classification 48hrs,North/South
6-4-468,00000571__,8.95,40.013725,-74.2528083,15,1518,Ocean,Manchester Twp,"17,565","8,501","9,064",01/01/2018,7 days volume,North/South
7-4-620,03101156__,0.09,40.01274905,-74.93897102,3,310,Burlington,Delran Twp,"4,205","1,588","2,617",01/01/2018,Classification 48hrs,East/West
n18343,14271236__,3.05,40.85860626,-74.75820943,14,1427,Morris,Mount Olive Twp,"5,718","2,786","2,932",01/01/2018,Volume 48hrs,North/South
12n981r,00000046__A105560,,40.89260015,-74.26177007,16,1614,Passaic,Wayne Twp,0,"5,269",0,01/01/2018,ramp,East
c18299,13191100__,2.05,40.1255167,-74.1494417,13,1319,Monmouth,Howell Twp,"6,113","3,110","3,003",01/01/2018,Volume 48hrs,East/West
12n977r,00000046__B105900,,40.87921213,-74.20568115,16,1605,Passaic,Little Falls Twp,0,"3,376",0,01/01/2018,ramp,East
6-4-328,00000035__,2.27,39.93721325,-74.07790832,15,1527,Ocean,Seaside Park Boro,"8,973","4,351","4,622",01/01/2018,Volume 48hrs,North/South
c18603,00000037__,7.49,39.9633139,-74.1847694,15,1507,Ocean,Toms River Twp,"24,980","14,196","10,784",01/01/2018,7 days volume,East/West
2-5-317,00000021__,12.91,40.87326012,-74.11626989,16,1607,Passaic,Passaic City,"72,523","33,290","39,233",01/01/2018,Volume 48hrs,North/South
c18252,13011310__,1.06,40.2510028,-73.9938056,13,1310,Monmouth,Deal Boro,"7,454","3,603","3,851",01/01/2018,Volume 48hrs,North/South
6-4-652,15331090__,0.48,39.76486726,-74.25999085,15,1501,Ocean,Barnegat Light Boro,161,84,77,01/01/2018,Classification 48hrs,East/West
3-4-621,07221107__,0.24,40.7697866,-74.25225947,7,722,Essex,West Orange Twp,877,414,463,01/01/2018,Volume 48hrs,East/West
6N5H702,00000516__,8.96,40.4256694,-74.2140944,13,1330,Monmouth,Aberdeen Twp,"11,284","6,064","5,220",01/01/2018,Classification 48hrs,East/West
7-5-501,03000611__,0.19,39.95015902,-74.97096301,3,322,Burlington,Moorestown Twp,"8,871","4,456","4,415",01/01/2018,Classification 48hrs,East/West
6N5H704,13312101__,0.29,40.3939806,-74.107875,13,1331,Monmouth,Middletown Twp,"6,840","3,718","3,122",01/01/2018,Classification 48hrs,North/South
c18256,13031083__,0.52,40.2181444,-74.0159806,13,1303,Monmouth,Asbury Park City,"3,517","1,772","1,745",01/01/2018,Volume 48hrs,East/West
121701,00000048__,1.87,39.7046504,-75.44249245,17,1702,Salem,Elmer Boro,"6,171","3,124","3,047",01/01/2018,Volume 48hrs,East/West
7-4-684,00000536__,31.51,39.72045403,-74.87745031,4,436,Camden,Winslow Twp,"2,320","1,067","1,253",01/01/2018,Volume 48hrs,East/West
13ms7a,00000552__,3.39,39.4374993,-75.16947607,6,613,Cumberland,Upper Deerfield Twp,"6,625","3,245","3,380",01/01/2018,major,East/West
c18296,13191056__,2.33,40.1523222,-74.2392361,13,1319,Monmouth,Howell Twp,"13,416","7,012","6,404",01/01/2018,Volume 48hrs,East/West
150201,02461376__,0.22,40.93087089,-74.07909347,2,246,Bergen,Paramus Boro,598,344,254,01/01/2018,major,East/West
c18279,13161009__,0.29,40.1729194,-74.3062361,13,1316,Monmouth,Freehold Twp,613,323,290,01/01/2018,Volume 48hrs,North/South
13ms8a,00000563__,13.55,39.49743325,-74.6059594,1,111,Atlantic,Galloway Twp,"8,029","3,703","4,326",01/01/2018,major,North/South
c18306,13261104__,0.65,40.32305,-74.3445278,13,1326,Monmouth,Manalapan Twp,"6,596","3,182","3,414",01/01/2018,Volume 48hrs,East/West
17ms7a,05000623__,0.77,39.25770061,-74.63625323,5,511,Cape May,Upper Twp,"8,286","3,856","4,430",01/01/2018,major,East/West
c18300,13191103__,1.04,40.1157111,-74.1416528,13,1319,Monmouth,Howell Twp,"8,330","4,147","4,183",01/01/2018,Volume 48hrs,North/South
17ms6a,05000621__,2.56,38.95757595,-74.85905466,5,505,Cape May,Lower Twp,"1,544",954,590,01/01/2018,major,North/South
090706,00000508__,1.34,40.77891357,-74.32832399,7,710,Essex,Livingston Twp,"15,234","7,355","7,879",01/01/2018,Volume 48hrs,East/West
13msad,04031071__,0.18,39.86463392,-75.05190482,4,403,Camden,Barrington Boro,"1,877",867,"1,010",01/01/2018,major,East/West
7-4-675,04091988__,0.1,39.94201187,-75.03890909,4,409,Camden,Cherry Hill Twp,679,332,347,01/01/2018,Volume 48hrs,North/South
13msae,06000610__,2.38,39.33380027,-75.19377044,6,608,Cumberland,Lawrence Twp,"1,644",824,820,01/01/2018,major,East/West
7-0-535,06011057__,0.09,39.42846358,-75.22000075,6,601,Cumberland,Bridgeton City,112,56,56,01/01/2018,Volume 48hrs,North/South
1-8-767,19000614__,0.19,41.04168262,-74.81072791,19,1907,Sussex,Fredon Twp,"1,709",819,890,01/01/2018,Classification 48hrs,East/West
c18298,13191081__,3.23,40.1572583,-74.1964528,13,1319,Monmouth,Howell Twp,"4,450","2,136","2,314",01/01/2018,Volume 48hrs,North/South
150201,02461376__,0.22,40.93087089,-74.07909347,2,246,Bergen,Paramus Boro,609,332,277,01/01/2018,major,East/West
c18309,13261117__,1.4,40.3298889,-74.2836917,13,1328,Monmouth,Marlboro Twp,"6,411","3,733","2,678",01/01/2018,Volume 48hrs,North/South
141401,14000618__,7.36,40.96884236,-74.40196734,14,1415,Morris,Kinnelon Boro,"3,310","1,657","1,653",01/01/2018,major,North/South
c18308,13261113__,0.57,40.29755,-74.3394889,13,1326,Monmouth,Manalapan Twp,"6,260","3,353","2,907",01/01/2018,Volume 48hrs,North/South
n18411,16081520__,0.48,40.92518171,-74.18818167,16,1608,Passaic,Paterson City,"6,717","2,613","4,104",01/01/2018,Volume 48hrs,North/South
c18351,15000022__,0.56,39.96743523,-74.17524835,15,1507,Ocean,Toms River Twp,"9,815","5,213","4,602",01/01/2018,Volume 48hrs,East/West
13ms7a,00000552__,3.39,39.4374993,-75.16947607,6,613,Cumberland,Upper Deerfield Twp,"6,891","3,334","3,557",01/01/2018,major,East/West
001145,00000010__,13.9,40.82615,-74.423258,14,1412,Morris,Hanover Twp,0,"13,108",0,01/01/2018,Continous Volume,East
17ms6a,05000621__,2.56,38.95757595,-74.85905466,5,505,Cape May,Lower Twp,"1,997","1,225",772,01/01/2018,major,North/South
c18350,13521306__,0.77,40.1609111,-74.0618639,13,1352,Monmouth,Wall Twp,"12,381","5,408","6,973",01/01/2018,Volume 48hrs,North/South
13msae,06000610__,2.38,39.33380027,-75.19377044,6,608,Cumberland,Lawrence Twp,"1,468",732,736,01/01/2018,major,East/West
2-5-095,00000003__,9.38,40.79226098,-74.05577212,9,909,Hudson,Secaucus Town,"125,619","67,520","58,099",01/01/2018,Volume 48hrs,East/West
162001,20000622__,2.49,40.67851037,-74.41446126,20,2001,Union,Berkeley Heights Twp,"9,973","5,429","4,544",01/01/2018,major,East/West
092106,00000094__,6.67,40.98126482,-75.00176394,21,2104,Warren,Blairstown Twp,"7,375","3,679","3,696",01/01/2018,7 days volume,North/South
6-4-645,00000527__,27.52,40.26650323,-74.34053704,13,1326,Monmouth,Manalapan Twp,"10,131","5,179","4,952",01/01/2018,Classification 48hrs,North/South
2-5e095,00000003E_,9.38,40.79226098,-74.05577212,9,909,Hudson,Secaucus Town,"89,487","46,894","42,593",01/01/2018,Volume 48hrs,East/West
13msab,01700620__,7.98,39.68042215,-75.34329754,17,1710,Salem,Pittsgrove Twp,"2,036","1,008","1,028",01/01/2018,major,North/South
2-5-402,00000511__,18.28,41.00302225,-74.3368533,14,1403,Morris,Butler Boro,"9,320","4,851","4,469",01/01/2018,7 days volume,North/South
6-7-556,00000071__,13.56,40.28302223,-74.01434005,13,1353,Monmouth,West Long Branch Boro,"15,271","7,788","7,483",01/01/2018,Classification 48hrs,North/South
c18353,15000030__,0.41,40.09005632,-74.16235452,15,1514,Ocean,Lakewood Twp,"5,587","2,643","2,944",01/01/2018,Volume 48hrs,North/South
17ms3a,00000109__,2.79,38.96435981,-74.91018654,5,505,Cape May,Lower Twp,"10,004","4,688","5,316",01/01/2018,major,North/South
c18352,15000027__,0.49,39.96859814,-74.12382413,15,1507,Ocean,Toms River Twp,"3,927","2,019","1,908",01/01/2018,Volume 48hrs,East/West
3-3-024,20000624__,0.78,40.6765971,-74.19514719,20,2004,Union,Elizabeth City,"15,890","9,203","6,687",01/01/2018,major,East/West
1-8-720,19191045__,0.14,40.9079454,-74.70692444,19,1919,Sussex,Stanhope Boro,"3,964","1,454","2,510",01/01/2018,7 days volume,East/West
121359,13000034__,4.03,40.3695083,-73.9970583,13,1342,Monmouth,Rumson Boro,"5,350","2,748","2,602",01/01/2018,Classification 48hrs,East/West
7-4-687,04041056__,0.24,39.86477503,-75.08662704,4,404,Camden,Bellmawr Boro,161,75,86,01/01/2018,Volume 48hrs,East/West
17ms4a,00000147__,1.31,39.03653732,-74.8308425,5,506,Cape May,Middle Twp,"3,656","1,760","1,896",01/01/2018,major,East/West
7-4-698,04000706__,9.75,39.80600302,-75.05932302,4,415,Camden,Gloucester Twp,"3,760","2,144","1,616",01/01/2018,Classification 48hrs,North/South
121368,13000050__,3.22,40.3493528,-74.1270306,13,1331,Monmouth,Middletown Twp,"12,137","6,329","5,808",01/01/2018,Classification 48hrs,North/South
2-8-423,020000561_,3.2,40.89297709,-74.07446839,2,231,Bergen,Lodi Boro,"34,431","17,558","16,873",01/01/2018,Volume 48hrs,East/West
121372,13000051__,3.96,40.3295,-74.0838167,13,1336,Monmouth,Tinton Falls Boro,"10,828","6,243","4,585",01/01/2018,Volume 48hrs,North/South
1-8-758,19011005__,0.11,40.98672523,-74.74431762,19,1901,Sussex,Andover Boro,153,90,63,01/01/2018,Classification 48hrs,East/West
141401,14000618__,7.36,40.96884236,-74.40196734,14,1415,Morris,Kinnelon Boro,"3,648","1,821","1,827",01/01/2018,major,North/South
2-8-631,02161049__,0.03,40.87709595,-73.95966228,2,216,Bergen,Englewood Cliffs Boro,559,298,261,01/01/2018,Volume 48hrs,North/South
14mc01,00000012__,4.99,40.5115361,-74.9759639,10,1016,Hunterdon,Kingwood Twp,"7,114","3,507","3,607",01/01/2018,major,East/West
2-8-523,020000621_,0.66,40.89547869,-74.04968534,2,223,Bergen,Hackensack City,"12,628","6,183","6,445",01/01/2018,7 days volume,North/South
13ms7a,00000552__,3.39,39.4374993,-75.16947607,6,613,Cumberland,Upper Deerfield Twp,"6,921","3,382","3,539",01/01/2018,major,East/West
2-8-626,02291080__,0.94,40.8683102,-73.97607666,2,215,Bergen,Englewood City,"2,492","1,103","1,389",01/01/2018,Volume 48hrs,East/West
111831,18000634__,1.08,40.5885583,-74.4900333,18,1809,Somerset,Green Brook Twp,"2,744","1,534","1,210",01/01/2018,Volume 48hrs,East/West
120320,00000206__,10.7,39.7874981,-74.73785211,3,332,Burlington,Shamong Twp,"9,248","4,672","4,576",01/01/2018,Volume 48hrs,North/South
121104,00000027__,1.01,40.353625,-74.646411,11,1110,Mercer,Princeton Twp,"8,544","4,562","3,982",01/01/2018,Classification 48hrs,North/South
2-8-922,02361001__,0.49,41.06460424,-74.06294675,2,236,Bergen,Montvale Boro,217,132,85,01/01/2018,Volume 48hrs,East/West
121117,00000579__,2.35,40.26760562,-74.82069005,11,1102,Mercer,Ewing Twp,"13,935","7,171","6,764",01/01/2018,Classification 48hrs,North/South
1-8-764,19031006__,0.02,41.14535812,-74.7438412,19,1903,Sussex,Branchville Boro,952,466,486,01/01/2018,Volume 48hrs,North/South
121329,130000112_,2.08,40.33451536,-74.04629681,13,1323,Monmouth,Little Silver Boro,"10,761","5,706","5,055",01/01/2018,Classification 48hrs,North/South
1-8-091,00000521__,6.02,40.97906097,-74.95399111,21,2104,Warren,Blairstown Twp,"3,808","1,876","1,932",01/01/2018,7 days volume,North/South
111811,18000614__,1.39,40.6005611,-74.6749111,18,1805,Somerset,Branchburg Twp,"7,639","3,836","3,803",01/01/2018,Volume 48hrs,East/West
2n5h705,02000087__,7.59,41.05772434,-74.13684722,2,248,Bergen,Ramsey Boro,"15,149","7,911","7,238",01/01/2018,Volume 48hrs,North/South
121381,00000018__,7.99,40.2021806,-74.0542833,13,1334,Monmouth,Neptune Twp,"43,593","22,589","21,004",01/01/2018,Volume 48hrs,North/South
2-9-556,16000631__,3.12,40.8691907,-74.2052862,16,1605,Passaic,Little Falls Twp,"3,377","1,578","1,799",01/01/2018,Volume 48hrs,East/West
111819,18000620__,1.76,40.635872,-74.676428,18,1801,Somerset,Bedminster Twp,"3,837","1,751","2,086",01/01/2018,Volume 48hrs,East/West
2-4-322,00000019__,1.13,40.88996656,-74.16811435,16,1602,Passaic,Clifton City,"33,542","19,018","14,524",01/01/2018,Volume 48hrs,North/South
4-0-352,12081016__,0.06,40.3499528,-74.4392,12,1208,Middlesex,Jamesburg Boro,199,96,103,01/01/2018,Volume 48hrs,East/West
12s110r,00000040__Y106270,62.77,39.36708425,-74.47219254,1,102,Atlantic,Atlantic City,0,658,0,01/01/2018,ramp,West
4-4-203,00000001__,35.24,40.558175,-74.30595,12,1225,Middlesex,Woodbridge Twp,"62,668","33,536","29,132",01/01/2018,Volume 48hrs,North/South
7-4-548,17000613__,1.91,39.55090807,-75.13267704,17,1711,Salem,Quinton Twp,"2,499","1,247","1,252",01/01/2018,Classification 48hrs,East/West
4-4-502,12000614__,7.45,40.3280833,-74.48935,12,1202,Middlesex,Cranbury Twp,"10,925","5,878","5,047",01/01/2018,Volume 48hrs,East/West
120403,04000702__,0.23,39.83308625,-75.00299225,4,432,Camden,Stratford Boro,"11,014","4,856","6,158",01/01/2018,Classification 48hrs,East/West
13mc02,00000012__,9.08,40.5049917,-74.9017056,10,1021,Hunterdon,Raritan Twp,"8,779","4,340","4,439",01/01/2018,major,East/West
7-4-719,17041028__,0.56,39.49528466,-75.46589154,17,1705,Salem,Mannington Twp,"2,791","1,540","1,251",01/01/2018,Classification 48hrs,North/South
13ms7a,00000552__,3.39,39.4374993,-75.16947607,6,613,Cumberland,Upper Deerfield Twp,"6,740","3,305","3,435",01/01/2018,major,East/West
7-5-286,00000561__,47.91,39.91775013,-75.07329902,4,412,Camden,Collingswood Boro,"7,673","3,567","4,106",01/01/2018,Volume 48hrs,North/South
13mc04,00000579__,22.74,40.5187,-74.935825,10,1021,Hunterdon,Raritan Twp,"3,097","1,587","1,510",01/01/2018,major,North/South
c18370,15051988__,0.03,39.91646603,-74.15445914,15,1505,Ocean,Berkeley Twp,"3,950","1,959","1,991",01/01/2018,Volume 48hrs,North/South
13mc06,10000629__,11.17,40.6325778,-74.8464444,10,1006,Hunterdon,Clinton Twp,"1,276",551,725,01/01/2018,major,North/South
2n5h707,00000046__,55.65,40.89281014,-74.26079523,16,1614,Passaic,Wayne Twp,"58,420","28,363","30,057",01/01/2018,Volume 48hrs,East/West
14mc05,12000625__,5.07,40.3347944,-74.4404278,12,1213,Middlesex,Monroe Twp,"6,558","3,090","3,468",01/01/2018,major,North/South
006123,00000009__,115.7,40.27925,-74.29439,13,1316,Monmouth,Freehold Twp,"57,786","28,143","29,643",01/01/2018,Continous Volume,North/South
4-4-504,12000615__,3.61,40.3051306,-74.5219333,12,1202,Middlesex,Cranbury Twp,"3,194","1,597","1,597",01/01/2018,Classification 48hrs,North/South
3-0-169,200313632_,0.07,40.65033797,-74.30033478,20,2003,Union,Cranford Twp,"8,431","3,860","4,571",01/01/2018,7 days volume,East/West
4-8-954,00000567__,6.37,40.55694326,-74.68157764,18,1806,Somerset,Bridgewater Twp,"5,956","2,949","3,007",01/01/2018,Classification 48hrs,North/South
c18369,15051631__,1.09,39.94711651,-74.24174442,15,1505,Ocean,Berkeley Twp,"7,160","3,284","3,876",01/01/2018,Volume 48hrs,North/South
5-4-320,00000179__,3.54,40.4013833,-74.9065361,10,1026,Hunterdon,West Amwell Twp,"5,105","2,489","2,616",01/01/2018,7 days volume,North/South
4-4-435,00000028__,2.6,40.5730944,-74.6240167,18,1818,Somerset,Somerville Boro,"9,632","4,453","5,179",01/01/2018,Volume 48hrs,East/West
5-4-413,00000569__,7.46,40.3769222,-74.7488111,11,1106,Mercer,Hopewell Twp,"6,053","3,038","3,015",01/01/2018,Classification 48hrs,North/South
4-4-503,12000614__,8.69,40.3233306,-74.4667083,12,1213,Middlesex,Monroe Twp,"11,277","6,133","5,144",01/01/2018,Volume 48hrs,East/West
132101,21041016__,0.53,40.95760181,-75.02773025,21,2104,Warren,Blairstown Twp,353,179,174,01/01/2018,major,East/West
p18803,00000030__,46.24,39.48036903,-74.57827501,1,111,Atlantic,Galloway Twp,"12,430","5,878","6,552",01/01/2018,7 days volume,East/West
11s188r,00000130__A101200,12.07,39.80239116,-75.35085231,8,809,Gloucester,Logan Twp,0,401,0,01/01/2018,ramp,North
2-4-670,16141506__,0.48,40.93625846,-74.22093121,16,1614,Passaic,Wayne Twp,"5,345","2,654","2,691",01/01/2018,Classification 48hrs,North/South
13mc20,00000530__,20.97,39.9491778,-74.3676139,15,1518,Ocean,Manchester Twp,"15,766","7,863","7,903",01/01/2018,major,East/West
3-0-797,20171002__,0.06,40.71188196,-74.31026316,20,2017,Union,Springfield Twp,359,109,250,01/01/2018,Volume 48hrs,North/South
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,"9,136","4,704","4,432",01/01/2018,major,North/South
110370,03000636__,5.03,39.98212613,-74.86074005,3,324,Burlington,Mount Laurel Twp,"6,081","2,956","3,125",01/01/2018,Volume 48hrs,North/South
4n5h720,00000527__,42.33,40.459675,-74.396324,12,1223,Middlesex,South River Boro,"14,160","6,761","7,399",01/01/2018,Classification 48hrs,North/South
3-0-171,07000633__,0.21,40.83168425,-74.2867514,7,706,Essex,Essex Fells Boro,"4,171","2,230","1,941",01/01/2018,Classification 48hrs,North/South
17mc01,00000539__,9.77,39.7391472,-74.3718722,15,1516,Ocean,Little Egg Harbor Twp,"3,501","1,646","1,855",01/01/2018,major,North/South
3-0-173,20000615__,3.34,40.64890134,-74.2944777,20,2003,Union,Cranford Twp,"16,634","7,847","8,787",01/01/2018,7 days volume,North/South
17ms2a,00000047__,20.42,39.20255715,-74.85770699,5,504,Cape May,Dennis Twp,"9,749","4,846","4,903",01/01/2018,major,North/South
11s115r,00000055__A103260,32.55,39.48619878,-75.07121214,6,614,Cumberland,Vineland City,0,"1,473",0,01/01/2018,ramp,North
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"2,153","1,027","1,126",01/01/2018,major,North/South
3-4-306,00000021__,2.35,40.73519885,-74.16611687,7,714,Essex,Newark City,"60,834","30,638","30,196",01/01/2018,Volume 48hrs,North/South
13ms7a,00000552__,3.39,39.4374993,-75.16947607,6,613,Cumberland,Upper Deerfield Twp,"7,027","3,469","3,558",01/01/2018,major,East/West
008122,00000052__,1.4,39.29818,-74.59042,5,508,Cape May,Ocean City,"23,890","10,716","12,342",01/01/2018,Continous Volume,North/South
132102,21000625__,3.24,40.80856867,-74.97736167,21,2117,Warren,Oxford Twp,439,219,220,01/01/2018,major,North/South
110352,03000628__,1.9,40.02699663,-74.77221382,3,311,Burlington,Eastampton Twp,"5,092","2,448","2,644",01/01/2018,Classification 48hrs,North/South
5-8-357,11142002__,0.12,40.34372952,-74.66914983,11,1110,Mercer,Princeton Twp,"1,519",630,889,01/01/2018,Volume 48hrs,East/West
c18081,12021003__,0.63,40.3205472,-74.5654306,12,1202,Middlesex,Cranbury Twp,"12,593","6,239","6,354",01/01/2018,Volume 48hrs,North/South
6-4-627,13181014__,0.37,40.40706393,-74.18613178,13,1318,Monmouth,Holmdel Twp,531,337,194,01/01/2018,Classification 48hrs,East/West
7-5-402,00000541__,14.98,39.96459703,-74.80590801,3,317,Burlington,Lumberton Twp,"10,911","5,412","5,499",01/01/2018,Classification 48hrs,North/South
17mc01,00000539__,9.77,39.7391472,-74.3718722,15,1516,Ocean,Little Egg Harbor Twp,"3,645","1,714","1,931",01/01/2018,major,North/South
121011,00000202__,7.97,40.45505236,-74.8594978,10,1021,Hunterdon,Raritan Twp,"34,425","16,748","17,677",01/01/2018,Volume 48hrs,North/South
c18284,13161280__,0.3,40.2586611,-74.2449611,13,1316,Monmouth,Freehold Twp,810,441,369,01/01/2018,Volume 48hrs,North/South
7-4-721,17081253__,1.42,39.65365625,-75.51759626,17,1709,Salem,Pilesgrove Twp,711,348,363,01/01/2018,7 days volume,East/West
14mc05,12000625__,5.07,40.3347944,-74.4404278,12,1213,Middlesex,Monroe Twp,"6,375","3,024","3,351",01/01/2018,major,North/South
7-5-009,17000657__,0.35,39.57501022,-75.47025209,17,1713,Salem,Carneys Point Twp,"3,856","1,850","2,006",01/01/2018,Volume 48hrs,East/West
6-4-694,13321035__,0.98,40.1786306,-74.4196972,13,1332,Monmouth,Millstone Twp,543,277,266,01/01/2018,Classification 48hrs,East/West
2-8-834,02191627__,0.19,40.85745196,-73.96825831,2,219,Bergen,Fort Lee Boro,0,"3,940",0,01/01/2018,Volume 48hrs,North
6-5-501,15000632__,1.54,40.091508,-74.112018,15,1506,Ocean,Brick Twp,"13,811","6,670","7,141",01/01/2018,Volume 48hrs,East/West
7-5-001,00000049__,27.2,39.42441631,-75.20512674,6,605,Cumberland,Fairfield Twp,"11,643","5,691","5,952",01/01/2018,Volume 48hrs,East/West
15ms6a,05000619__,16.39,39.21357443,-74.65015251,5,511,Cape May,Upper Twp,702,301,401,01/01/2018,major,North/South
c18383,15070008__,0.21,39.95977502,-74.19571301,15,1507,Ocean,Toms River Twp,"5,113","2,168","2,945",01/01/2018,Volume 48hrs,East/West
141402,14351144__,2.02,41.02086093,-74.45964628,14,1435,Morris,Rockaway Twp,201,101,100,01/01/2018,major,North/South
c18607,00000037__X100730,0.01,39.9635833,-74.1882111,15,1507,Ocean,Toms River Twp,,"1,721",0,01/01/2018,7 days volume,North/South
9-1-004,10000627__,2.73,40.5753583,-75.1543972,10,1015,Hunterdon,Holland Twp,612,353,259,01/01/2018,Classification 48hrs,North/South
c18388,15070094__,0.26,39.97869404,-74.17474512,15,1507,Ocean,Toms River Twp,"9,127","4,631","4,496",01/01/2018,Volume 48hrs,North/South
n18009,02000083__,1.55,41.08060904,-74.12706215,2,233,Bergen,Mahwah Twp,"6,528","3,751","2,777",01/01/2018,Volume 48hrs,North/South
c18395,15110012__,1.44,40.15193523,-74.30503116,15,1511,Ocean,Jackson Twp,"2,760","1,615","1,145",01/01/2018,Volume 48hrs,East/West
122101,00000046__,12.9,40.83850742,-74.95292706,21,2114,Warren,Liberty Twp,"3,789","1,877","1,912",01/01/2018,major,East/West
3-4-325,00000007__,9.56,40.82684963,-74.14462768,7,716,Essex,Nutley Twp,"9,082","4,370","4,712",01/01/2018,Volume 48hrs,East/West
130201,02151649__,0.79,40.907315,-73.974162,2,215,Bergen,Englewood City,"7,860","4,337","3,523",01/01/2018,major,North/South
n18026,02000S51__,0.4,41.00133701,-74.03046384,2,227,Bergen,Hillsdale Boro,"4,118","1,764","2,354",01/01/2018,Volume 48hrs,East/West
6-5-617,13281069__,0.8,40.39466839,-74.25514982,13,1330,Monmouth,Aberdeen Twp,687,340,347,01/01/2018,Classification 48hrs,East/West
3-4-340,00000082__,1.01,40.70306196,-74.29124919,20,2019,Union,Union Twp,"24,088","10,781","13,307",01/01/2018,Volume 48hrs,East/West
6G5X301,00000071__,5.46,40.181781,-74.026794,13,1306,Monmouth,Belmar Boro,"7,388","4,613","2,775",01/01/2018,Volume 48hrs,North/South
7-5-288,00000538__,6.98,39.68286842,-75.21143734,8,804,Gloucester,Elk Twp,"3,528","1,814","1,714",01/01/2018,Classification 48hrs,East/West
7-0-369,03000674__,6.16,39.96693782,-74.85383769,3,316,Burlington,Hainesport Twp,"5,166","2,553","2,613",01/01/2018,7 days volume,East/West
c18394,15100008__,0.65,39.94113812,-74.14349932,15,1510,Ocean,Island Heights Boro,816,495,321,01/01/2018,Volume 48hrs,East/West
7-0-371,00000537__,18.89,39.99304207,-74.78652705,3,323,Burlington,Mount Holly Twp,"10,232","4,773","5,459",01/01/2018,Volume 48hrs,East/West
111830,18000633__,0.69,40.5729167,-74.5745417,18,1806,Somerset,Bridgewater Twp,"16,106","7,518","8,588",01/01/2018,Volume 48hrs,North/South
c18092,12000645__,0.78,40.4159944,-74.2649167,12,1209,Middlesex,Old Bridge Twp,"4,896","2,566","2,330",01/01/2018,Volume 48hrs,East/West
p18801,00000009__,33.65,39.32138803,-74.60246201,1,121,Atlantic,Somers Point City,"18,821","9,444","9,377",01/01/2018,7 days volume,North/South
c18093,120006992_,0.06,40.4266222,-74.29406388,12,1209,Middlesex,Old Bridge Twp,868,563,305,01/01/2018,Volume 48hrs,East/West
c18416,15161320__,0.46,39.59490121,-74.35304015,15,1516,Ocean,Little Egg Harbor Twp,"3,976","2,075","1,901",01/01/2018,Volume 48hrs,North/South
